,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__metagenome,0.256844043,0.230646469,0.198657741,0.1105491,0.136179399,0.152504101,0.109875485,0.132707169,0.141204729,0.09880197,0.097284916,0.119880801,0.123631217,0.165624505,0.189450013,0.233065341,0.212380203,0.267348518,0.333387291,0.231657966,0.205642108,0.172642496,0.102734658,0.120922878,0.126111584,0.107235238,0.09781349,0.201322954,0.164120811,0.159441947,0.2468193,0.173877236,0.115182944,0.121664544,0.097144527,0.072869231,0.080971672,0.093381897,0.1096765,0.082665818,0.110285627,0.09709679,0.104241617,0.10541528,0.145233162,0.093603697,0.11769592,0.130147753,0.185456314,0.110192792,0.139651528,0.122901704,0.14249071,0.141485593,0.184199814,0.182926761,0.205530061,0.256180603,0.323755773,0.225999493,0.249673442,0.242302151,0.217269424,0.267124605,0.374307697,0.314750901,0.319863189,0.343434994,0.298958814,0.310238014,0.326460504,0.375516187,0.319756706,0.337021405,0.334157849,0.321259735,0.36240254,0.267193407,0.295148657,0.223481911,0.26947063,0.260629127,0.325086496,0.336059155,0.301424491,0.326402738,0.337316041,0.300308511,0.394966482,0.367363368,0.365076425,0.385543488,0.344356309,0.398098406,0.317393834,0.315297667,0.349881826,0.378113313,0.392670225,0.315440848,0.313576107,0.379518529,0.311526553,0.374780109,0.367499423,0.374323258,0.451160759,0.318371027
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;__,0.126911172,0.189248356,0.110067123,0.0468996,0.0411705,0.082352201,0.053272993,0,0.054078411,0.06483878,0.094336816,0.074520501,0.141292819,0.236606407,0.14800781,0.319717819,0.230510204,0.26153662,0.110050197,0.15538031,0.107165604,0.327112092,0.259858147,0.33335504,0.258690368,0.205008572,0.360687064,0.105454876,0.179270422,0.079720974,0.341132461,0.159141833,0.197023476,0.154845729,0.100088328,0.075219832,0.064777277,0.147603695,0.0548382,0.088366919,0.066751816,0.064731193,0.071890712,0.063249188,0.055326886,0.051056598,0,0,0.053684704,0,0.044434609,0.047961602,0,0,0,0,0.041748312,0.159441102,0.252934135,0.283295091,0.28088256,0.33214457,0.290860732,0.575589911,0.615736224,0.417650301,0.376868488,0.343434994,0.44328372,0.323164623,0.237113403,0.156465053,0.285607895,0.286150219,0.279535874,0.39685032,0.1508265,0.151022361,0.218287016,0.335222767,0.319264118,0.39225999,0.342196301,0.526492787,0.621886375,0.525508461,0.267961332,0.294848311,0.131655494,0.10804802,0.201101414,0.171629039,0.325225414,0.389804698,0.317393834,0.275885458,0.228662913,0.321864997,0.302054019,0.367152507,0.307427505,0.475953662,0.448004777,0.305589926,0.215331672,0.273441788,0.326449698,0.556274573
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum_sp.,0,0,0,0.0167499,0.0158348,0,0,0,0,0,0,0.0259202,0,0,0.038482003,0.050796287,0.0259,0.052307284,0.035604499,0.019775689,0,0.039980399,0.078561744,0.156872972,0.135812383,0.160852856,0.191551381,0.127824071,0.080797955,0.189337237,0.072239771,0.05010021,0.087902834,0.038711482,0.032381509,0.051713622,0.02914979,0.036147799,0.0373897,0.031356007,0.04353381,0.051784994,0.035945406,0.036142393,0.048411087,0.0141824,0,0.012394996,0,0.020298699,0.012695603,0.023980801,0,0,0,0.016937696,0,0.0161233,0,0.066844898,0.039011422,0.029947506,0.021026102,0.063601101,0.03743082,0.0665819,0.057005298,0.092218698,0.123707106,0.061401242,0.058419201,0.053198084,0.096237432,0.066768381,0.096391656,0.075590585,0.119404279,0.09874544,0.119904164,0.065409374,0.061509584,0.068448081,0.075283222,0.084014814,0.142780048,0.101184812,0.047287306,0.049141402,0.042864598,0.033958006,0.058783504,0.059697014,0.046460788,0.055291456,0.055805488,0.069440515,0.068874364,0.056248217,0.070479304,0.067225146,0.070708324,0.080881027,0.05637151,0.08072188,0.103359235,0.092917164,0.146718954,0.125948971
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales;s__uncultured_bacterium,0.027195294,0.023656007,0.029530206,0.0167499,0,0,0,0,0,0.015437795,0.017688203,0,0,0.027040701,0.041442203,0.032868192,0.02849,0.029059591,0.032367699,0.025425885,0.028963701,0.00363,0,0.019609096,0,0,0,0.028760393,0.030299221,0.026573691,0.018059993,0,0,0.013825494,0.038269111,0.021155609,0.022672092,0.027110899,0.0224338,0.025654906,0,0,0,0.015059297,0.024205494,0,0.045001407,0.037185087,0.019521701,0.028998098,0.028565106,0.047961602,0.015832301,0.037055798,0.044344403,0.037262892,0.051382515,0.0322465,0.03709702,0.044563299,0.03511032,0.040837409,0.035043504,0.0254404,0.024330013,0.0242116,0.015834799,0.0254396,0.034363102,0.064632945,0.054982801,0.090749773,0.083819728,0.057230084,0.048195878,0.059842488,0.054465136,0.07551123,0.058414831,0.040880784,0.07615478,0.073713279,0.071861221,0.078413813,0.072976474,0.065280508,0.072507209,0.049141402,0.110223195,0.101873919,0.095909907,0.062184414,0.084722578,0.058056059,0.073244685,0.076947616,0.079894274,0.06562292,0.073835405,0.085324132,0.05841122,0.034218912,0.062305311,0.08360478,0.051679617,0.053095537,0.036679689,0.059475886
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_3;s__uncultured_bacterium,0.048347089,0.050269115,0.032214807,0.0502496,0.069673199,0.122003301,0.143171081,0.159929163,0.159230933,0.142027856,0.12086912,0.152281001,0.167785223,0.280547609,0.343378123,0.55278316,1.206941219,1.848191934,1.741382053,1.873039014,2.395296391,3.216602723,3.997584963,4.712725452,8.087306989,7.68624509,9.832289717,7.007955502,7.440984752,6.264738026,4.944413488,4.426501025,4.261770041,5.961562252,5.949368778,5.615629309,5.538459573,9.015874602,7.9291091,6.923977389,8.87799144,7.521765095,6.455788246,6.080957875,6.355681435,5.301375525,6.476738775,4.437418998,5.175695888,4.555603586,5.179802351,4.655275963,3.530604037,3.274380846,3.510028967,4.332654868,4.219789962,4.304908647,3.939028107,4.147567967,4.27760793,3.947620029,4.338380082,3.892386974,3.836654222,3.831487208,4.430580054,5.176964312,4.937974827,4.311016379,4.659793851,4.875452228,5.147151809,5.398701278,5.658192342,5.697636655,6.447832962,5.764988418,4.780793343,4.7748809,4.61322041,4.633406598,5.416967693,4.833651498,5.038548776,4.990698079,4.530122548,4.561959273,4.546706891,4.374402709,4.476827204,4.651395261,4.670673772,4.544956536,3.97265447,4.446071943,4.168277581,4.240493772,4.383138976,4.509252797,5.475284667,4.983514394,4.782674018,4.580965787,4.846398428,4.568867943,5.091147606,4.548156958
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;__,0.145041368,0.06801112,0.120805425,0.0904492,0.126678499,0.073202001,0.093227688,0,0.063091513,0,0,0.00324,0,0,0,0,0,0.06393118,0,0,0,0.027259299,0,0.081704685,0.035569896,0,0.030566697,0,0,0,0,0,0.045466918,0.071892667,0.085369424,0.068167929,0,0.060246398,0.0697941,0,0.069654117,0,0.107836117,0,0.058784885,0.068075498,0,0,0.087847707,0,0.095216919,0.068944802,0,0.148222993,0.088688807,0.132113772,0.147724744,0.161232502,0.175367694,0.095492697,0.124836671,0.092564919,0.126156414,0.114482002,0.142236975,0.0817142,0.088674897,0.133558098,0.116834505,0.119570883,0.113402101,0.075103277,0.145908448,0.098562872,0.106030852,0.116535377,0.163395408,0.110362544,0.095308451,0.079036269,0.105445073,0.078978478,0.109502832,0.078413813,0.088840868,0.094656811,0.157624319,0.084632403,0.104099695,0.120396422,0.139224109,0.111931926,0.139382263,0.10781831,0.09765968,0.125743727,0.107444,0.112496534,0.114109307,0.118936705,0.122971042,0.105767436,0.094941416,0.100902375,0.106230336,0.130083989,0.113707164,0.101458877
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;s__toluene-degrading_methanogenic,1.250981822,0.987639994,0.918120988,0.736993699,0.984925291,0.884523908,0.875674083,1.027630062,0.979420403,1.114609958,0.719318521,0.664204305,0.615212584,0.621936819,0.701557047,0.636447638,0.657860711,0.540508935,0.640880383,0.353137095,0.437351617,0.381630791,0.22964203,0.238577657,0.126111584,0.173468761,0.152833485,0.230083348,0.270168083,0.255771415,0.357185755,0.38311928,0.215210283,0.528134657,0.379746907,0.376099061,0.278542403,0.436786486,0.4312279,0.265100857,0.362781587,0.249215073,0.24442854,0.256008653,0.325045715,0.232591092,0.432705672,0.30367809,0.431918032,0.498767566,0.514171604,0.395683514,0.30081382,0.444668979,0.429799433,0.481029697,0.60053328,0.653887507,0.526103081,0.572956482,0.594924938,0.541776814,0.546677961,0.585130111,0.570819301,0.611343101,0.547884482,0.632810789,0.625408129,0.633402738,0.522336806,0.672799897,0.596051398,0.543685447,0.559071847,0.59527548,0.597021595,0.516961208,0.538031386,0.545077683,0.585805749,0.660787014,0.537248258,0.554497691,0.514008114,0.554884664,0.535922665,0.554205721,0.563362974,0.450714783,0.430047629,0.514887017,0.481005573,0.475506385,0.516200892,0.499221206,0.424266195,0.403112521,0.500067132,0.504188197,0.424250045,0.370186126,0.344162659,0.317121623,0.430663345,0.416799687,0.425484967,0.489801488
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__uncultured;s__uncultured_Treponema,0.117846074,0.124194237,0.118120824,0.1473987,0.133012399,0.149454001,0.119864184,0.102082476,0.081117617,0.080276575,0.06190861,0.071280501,0.07064641,0.060841602,0.103605507,0.086652478,0.062160101,0.095896771,0.106813397,0.093228146,0.095580104,0.083595298,0.054388931,0.075168286,0,0.053617619,0.032604497,0.060716486,0.065648345,0.069755877,0.082273067,0.058941412,0.045466918,0.102308853,0.108919631,0.089323538,0.071255075,0.111455896,0.0872426,0.051309811,0.075458618,0.038838696,0.039539906,0.048189891,0.062242784,0.028364799,0.069232911,0.037185087,0.053684704,0.063795896,0.063478013,0.077937603,0.069662105,0.094323696,0.109155408,0.098238479,0.077073823,0.080616301,0.11129106,0.105041997,0.101429858,0.108899823,0.08760861,0.082681402,0.099191552,0.1059258,0.123511496,0.095398598,0.082471404,0.090486063,0.092783501,0.090749773,0.099341933,0.066768381,0.106030852,0.078740184,0.119404279,0.121979649,0.129127569,0.114466354,0.114232171,0.115835167,0.147144443,0.100817717,0.088840868,0.101184812,0.135556916,0.111933204,0.134717194,0.135831825,0.089722206,0.146755233,0.147581261,0.074643476,0.104635278,0.121990126,0.112954005,0.112496534,0.124177708,0.085324132,0.083005428,0.127543143,0.124610621,0.115316972,0.077519426,0.098226668,0.143050955,0.167931962
d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeales;g__Micrarchaeales;s__uncultured_crenarchaeote,0.015108497,0.029570109,0.018791904,0,0.0158348,0,0.013318198,0,0,0.009259997,0,0,0.011774402,0,0.017760901,0,0.01813,0.011623896,0.035604499,0,0,0,0,0,0,0,0,0.015977996,0.012624709,0,0.014046594,0.011788302,0,0,0.011775103,0.007050003,0.016194294,0.018073899,0,0,0.014511303,0,0.010783602,0,0.013831696,0,0.024231504,0,0.024402102,0,0,0,0,0,0,0.040650391,0.025691308,0.0214977,0,0.0127324,0.015604609,0.027225006,0.028034803,0.0190803,0,0.0242116,0.019001799,0.031799499,0.020617801,0.054938038,0.0206186,0.059456782,0.055879819,0.028614992,0.054621975,0.053543289,0.071223647,0.040659916,0.064563734,0.032704687,0.049793487,0.039489289,0.044485513,0.056009909,0.063457777,0.052224406,0.044134805,0.057331602,0.039802798,0.05248051,0.043314203,0.069646516,0.073790681,0.041468542,0.059293388,0.04691931,0.030304728,0.053123316,0.036917702,0.043954865,0.064559822,0.065326922,0.038569907,0.043243889,0.048808516,0.039821627,0.044015686,0.04198299
d__Bacteria;p__TA06;c__TA06;o__TA06;f__TA06;g__TA06;s__uncultured_bacterium,0.114824375,0.079839124,0.064429513,0.0636495,0.0443375,0.057951601,0.039954695,0.054443987,0.060087112,0.080276575,0.032428305,0.0518403,0.047097606,0.077742102,0.065123404,0.065736383,0.090650101,0.081366975,0.055025099,0.070627459,0.060823702,0.0199902,0.036259321,0.019609096,0.019401798,0.012615904,0.020377798,0.051129588,0.053023636,0.033217089,0.032106587,0.044206109,0.015155606,0.058067173,0.038269111,0.042311118,0.006479998,0.060246398,0.0673015,0.04560871,0.034827008,0.025892497,0.035945406,0.030118694,0.072616581,0.017018899,0.048463008,0.046481383,0.046364103,0.014499099,0.031739006,0.017985601,0.022165201,0.023580899,0.027288902,0.040650391,0.019268406,0.00717,0.010117405,0.0127324,0,0,0,0.00636,0.009360005,0.0121058,0.0095,0.0158998,0.017181501,0.025853218,0.0446735,0.009389997,0.021731007,0.019076695,0.038556683,0.009449998,0,0,0.015372308,0.010901596,0,0,0,0.019603503,0,0,0,0,0,0,0.012375501,0.009950002,0.005469999,0.008290008,0,0,0.008260008,0,0,0,0,0.012443204,0.008900002,0.005769999,0,0,0,0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__uncultured;s__uncultured_Veillonellaceae,0.015108497,0,0,0,0,0,0.046613794,0.078263182,0.063091513,0.06483878,0.050116408,0.0486003,0.032379604,0.060841602,0,0,0,0.026153692,0.042077999,0.039551377,0.063720102,0.038163099,0.066475338,0.039218193,0,0,0,0,0,0,0,0,0,0.069127568,0.055931716,0.044661719,0.048582983,0.078320297,0,0.039907609,0,0.042075295,0,0,0,0,0,0,0.051244504,0.052196596,0,0,0.056996304,0,0.078455506,0.098238479,0.061016718,0.120028701,0.145015578,0.108225097,0.15799649,0.166072335,0.143678216,0.120842102,0.175924593,0.1361903,0.164681995,0.117658298,0.144324907,0.135729194,0.161512002,0.147077156,0.133490644,0.155792956,0.151013632,0.15118107,0.165490209,0.197490779,0.166021088,0.155347138,0.128877267,0.168487553,0.160832247,0.156827626,0.120569856,0.166465419,0.157624319,0.141964005,0.110223195,0.089525517,0.173256612,0.154217335,0.161246158,0.171403475,0.170904364,0.146388231,0.157033546,0.146870444,0.130890108,0.131864595,0.190605065,0.183537662,0.169114429,0.158560761,0.198105167,0.169905617,0.212742433,0.181926258
d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexaceae;s__uncultured_delta,0.199431856,0.180377354,0.102013421,0.1775485,0.145680299,0.118953201,0.163148378,0.170137461,0.138200429,0.197604039,0.129713222,0.113400701,0.156010821,0.158864305,0.186489812,0.227089342,0.225330204,0.19760544,0.307493092,0.20623208,0.173782107,0.119941097,0.075540143,0.088241084,0.051738094,0.031539811,0.030566697,0.115041674,0.100997369,0.122903159,0.116386353,0.103147522,0.109120742,0.168671322,0.138357439,0.077570433,0.061538479,0.132542096,0.0747794,0.088366919,0.060947315,0.048548395,0.032350805,0.030118694,0.069158682,0.028364799,0.090002815,0.061975078,0.043923903,0.026098298,0.031739006,0.047961602,0.025331702,0.151591693,0.088688807,0.101625978,0.083496625,0.154066602,0.192230003,0.133689796,0.165798794,0.130679827,0.161199918,0.174903003,0.155337682,0.1725077,0.218520393,0.149457797,0.192433209,0.261763381,0.226804102,0.247214825,0.294921198,0.267073525,0.247405388,0.270866046,0.39382476,0.22362929,0.230584923,0.177150229,0.178670754,0.221139838,0.215583663,0.24084244,0.228448017,0.205633724,0.226979027,0.223866309,0.248002189,0.219183241,0.216570815,0.17660374,0.22957084,0.232224037,0.226709853,0.245857052,0.242437826,0.243742473,0.268492417,0.22494552,0.249016285,0.279972695,0.269989646,0.20757055,0.287108896,0.204417641,0.25675812,0.248399343
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__1-20;f__1-20;g__1-20;s__uncultured_bacterium,0.565056975,0.499734049,0.432214889,0.338347099,0.202685598,0.173854702,0.236398668,0.255206141,0.171248335,0.206866636,0.17982963,0.145800901,0.229600831,0.192665206,0.210171114,0.310753821,0.357420406,0.313843904,0.36899169,0.262733948,0.315704112,0.318025692,0.24777174,0.196091165,0.15844788,0.217624476,0.185437981,0.271626138,0.270168083,0.219232627,0.300999177,0.28881296,0.218241384,0.381584224,0.400353413,0.289126124,0.272064705,0.412687886,0.339,0.23374485,0.307638774,0.255688273,0.204888633,0.195771264,0.290466424,0.181534494,0.297701549,0.281986798,0.329429025,0.321879078,0.326911566,0.326738611,0.265982718,0.353713983,0.351344027,0.359078523,0.337197801,0.352920104,0.41143962,0.31830909,0.327696386,0.362092076,0.343425838,0.298925106,0.316290067,0.272380601,0.31036229,0.324355294,0.302395114,0.358712748,0.388316204,0.391162682,0.341487713,0.365636397,0.359862337,0.302362139,0.245093062,0.328183232,0.288999754,0.37610365,0.34855441,0.363301198,0.27375708,0.299652749,0.2760414,0.244802028,0.242741429,0.311228812,0.306175586,0.234618643,0.247509417,0.26366196,0.240502837,0.287515493,0.265076145,0.262748056,0.281007462,0.246867374,0.234930915,0.253386898,0.239793482,0.220867375,0.255155044,0.250814339,0.312948705,0.273441788,0.249422222,0.269390838
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;s__bacterium_enrichment,0.13295457,0.115323234,0.064429513,0.0602995,0.069673199,0.070151901,0.063261592,0.08506868,0.069100214,0.06483878,0.041272407,0.071280501,0.085364412,0.087882403,0.056243004,0.107568573,0.106190102,0.101708669,0.129470797,0.124304228,0.069512803,0.074508898,0.036259321,0.062095589,0.029102696,0.037847713,0.020377798,0.070303284,0.047973733,0.049825584,0.054179878,0.044206109,0.084871633,0.069127568,0.088313225,0.054064223,0.055060681,0.063258698,0.0822573,0.051309811,0.066751816,0.032365597,0.032350805,0.042166092,0.048411087,0.048220098,0.076156213,0.061975078,0.070766205,0.055096396,0.085695217,0.059952002,0.056996304,0.107798595,0.092099907,0.064363086,0.093130828,0.100322501,0.094428751,0.070027998,0.054616031,0.068062414,0.059573907,0.044520801,0.065503835,0.0514497,0.082340997,0.050879299,0.051544602,0.084022858,0.116838501,0.078232576,0.071402024,0.085845076,0.089965559,0.10078738,0.108930272,0.066798327,0.086085046,0.084487066,0.061509584,0.055284984,0.054751416,0.05881041,0.050766282,0.042432405,0.059897207,0.054601502,0.045926298,0.05556761,0.037126403,0.037310609,0.07652358,0.033174834,0.041854091,0.050672811,0.041324638,0.049998415,0.057054604,0.082738534,0.076856926,0.043551315,0.077139913,0.051892587,0.040195214,0.061059842,0.051351584,0.04548159
d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum_hungatei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022077808,0,0.022369195,0.030299221,0.013286796,0.014046594,0.023576605,0.015155606,0.038711482,0.064763018,0.063466727,0.080971672,0.075307998,0.0822573,0.051309811,0.046436011,0.042075295,0.050323508,0.048189891,0,0.056729498,0.048463008,0.024790091,0.053684704,0.031897898,0.034912907,0.026978401,0.031664602,0.080848896,0.037522203,0.033875293,0.051382515,0.082407701,0.060704232,0.073211098,0.050714929,0.070784915,0.094617311,0.127202202,0.087962346,0.0817142,0.114010596,0.136737998,0.116834505,0.090486063,0.103092801,0.128301361,0.130386243,0.073127279,0.125309243,0.122834575,0.085887357,0.110362544,0.104531856,0.122642451,0.108374072,0.118467767,0.092393027,0.078413813,0.088840868,0.08486471,0.097727112,0.106473004,0.113284995,0.080264315,0.114473108,0.126856229,0.11478547,0.085701687,0.104635278,0.110729523,0.09642409,0.071872822,0.114109307,0.085324132,0.110673938,0.093324232,0.11570982,0.08072188,0.094745932,0.08760756,0.106371267,0.122450372
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9;s__uncultured_soil,0.072520684,0.050269115,0.075167815,0.0301497,0.0348366,0,0.053272993,0.030624693,0.051074111,0.052488584,0.041272407,0.0421203,0.020605203,0.023660601,0.026641402,0.035856191,0.059570101,0.040683488,0.103576597,0.036726279,0.028963701,0.0163556,0.039280922,0.019609096,0,0.022077808,0.016302198,0.035151592,0.030299221,0.023251992,0.036119885,0,0.033342413,0.027650987,0.038269111,0.032908714,0.019433193,0.033135499,0.0473603,0,0.020315805,0.016182798,0,0,0,0.025528299,0.031154805,0.021691292,0.024402102,0.011599199,0.022217305,0.032973601,0,0.016843499,0.061399905,0.044037891,0.025691308,0.0214977,0.03709702,0.015915499,0.009750006,0.027225006,0.014017402,0.0254404,0.022458512,0.0181587,0.015834799,0.0158998,0.0103089,0.016158211,0.024055,0,0.03104431,0,0.016065293,0,0.006280004,0,0.01844681,0.016352293,0.020503195,0.026326193,0.020531806,0,0.015864494,0.016320102,0,0.0109203,0.015308799,0.015435403,0,0.014924303,0,0.011058311,0,0.005630001,0,0.015624505,0.00671,0,0,0,0,0.008649998,0.014355405,0,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__uncultured_soil,0.335408126,0.242474472,0.198657741,0.2445479,0.174182898,0.170804602,0.143171081,0.176942959,0.135196028,0.120414963,0.109077018,0.0615604,0.15012362,0.121683304,0.165768811,0.152388861,0.183890203,0.212135235,0.268651893,0.161030507,0.121647505,0.159921496,0.069496939,0.062095589,0.051738094,0.047309717,0.059095594,0.095868078,0.106047272,0.073077576,0.106353057,0.100200421,0.07880943,0.132724939,0.088313225,0.098726042,0.126315756,0.144591395,0.1545441,0.054160412,0.130601331,0.048548395,0.093457915,0.072284787,0.124485567,0.102113197,0.128080921,0.127049054,0.156173712,0.104393193,0.161868833,0.131894505,0.098160307,0.128010794,0.150088711,0.111788576,0.170204651,0.173772802,0.107918558,0.108225097,0.161897592,0.160627334,0.126156414,0.149462603,0.112292359,0.1180316,0.104509797,0.136737998,0.182124308,0.148655703,0.185567002,0.159594352,0.155221752,0.165331253,0.189570314,0.201574759,0.165490209,0.171352269,0.135276472,0.174424831,0.184528852,0.171120152,0.13687854,0.140024623,0.130088453,0.153409318,0.157624319,0.136503905,0.156149493,0.185225234,0.154693411,0.146755233,0.15304726,0.160345164,0.125562374,0.165155935,0.129483821,0.09999693,0.167807811,0.134450193,0.227496378,0.161762055,0.23438664,0.187390054,0.183749662,0.177869922,0.146718954,0.143441867
